Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
52,67.93,,Yirisleydi FORD,18 AUG 1991,CUB,3,,La Habana (CUB),18 JUN 2009,1060,women_HT,2009,https://worldathletics.org/athletes/athlete=14263574,toplist
53,67.84,,Oksana KONDRATYEVA,22 NOV 1985,RUS,2,,Cheboksary (RUS),26 JUL 2009,1058,women_HT,2009,https://worldathletics.org/athletes/athlete=14298185,toplist
54,67.78,,Kristal KOSTIEW,08 JAN 1982,USA,5,,"Walnut, CA (USA)",18 APR 2009,1057,women_HT,2009,https://worldathletics.org/athletes/athlete=14314706,toplist
55,67.63,,Shuai HAO,19 JUL 1987,CHN,2,,Jinan (CHN),21 OCT 2009,1055,women_HT,2009,https://worldathletics.org/athletes/athlete=14266362,toplist
56,67.62,,Małgorzata ZADURA,03 OCT 1982,POL,2,,Biala Podlaska (POL),30 MAY 2009,1055,women_HT,2009,https://worldathletics.org/athletes/athlete=14294710,toplist
57,67.06,,Zheng WANG,14 DEC 1987,CHN,1,,Hong Kong (HKG),12 DEC 2009,1046,women_HT,2009,https://worldathletics.org/athletes/athlete=14264987,toplist
58,67.05,,Malwina SOBIERAJSKA,22 APR 1985,POL,6,,"Stadion RKS Skra, Warszawa (POL)",02 MAY 2009,1046,women_HT,2009,https://worldathletics.org/athletes/athlete=14294436,toplist
59,66.99,,Kelly GODSEY,02 JAN 1984,USA,4,,"Tucson, AZ (USA)",23 MAY 2009,1045,women_HT,2009,https://worldathletics.org/athletes/athlete=14311078,toplist
60,66.83,,Mona Christine HOLM,05 AUG 1983,NOR,1,,Nadderud (NOR),14 JUN 2009,1042,women_HT,2009,https://worldathletics.org/athletes/athlete=14292656,toplist
61,66.52,,Sharon AYALA,28 SEP 1986,MEX,1,,"Logan, UT (USA)",16 MAY 2009,1037,women_HT,2009,https://worldathletics.org/athletes/athlete=14305108,toplist
62,66.49,,Ariannys VICHY,18 MAY 1989,CUB,4,,La Habana (CUB),18 JUN 2009,1036,women_HT,2009,https://worldathletics.org/athletes/athlete=14263672,toplist
63,66.32,,Sarah STEVENS-WALKER,02 APR 1986,USA,3,,"Fayetteville, AR (USA)",12 JUN 2009,1034,women_HT,2009,https://worldathletics.org/athletes/athlete=14322043,toplist
64,66.18,,Barbara ŠPILER,02 JAN 1992,SLO,2,,Maribor (SLO),28 JUL 2009,1031,women_HT,2009,https://worldathletics.org/athletes/athlete=14300243,toplist
65,66.16,,Katalin DIVÓS,11 MAY 1974,HUN,2,,Veszprém (HUN),11 JUL 2009,1031,women_HT,2009,https://worldathletics.org/athletes/athlete=14281410,toplist
65,66.16,,Anna LOBAZOVA,16 SEP 1985,RUS,1,,St. Petersburg (RUS),14 JUL 2009,1031,women_HT,2009,https://worldathletics.org/athletes/athlete=14298467,toplist
67,66.10,,Carys PARRY,24 JUL 1981,GBR,1,,Cardiff (GBR),13 JUN 2009,1030,women_HT,2009,https://worldathletics.org/athletes/athlete=14276018,toplist
68,65.98,,Dorotea HABAZIN,14 JUN 1988,CRO,1,,"Atlanta, GA (USA)",15 MAY 2009,1028,women_HT,2009,https://worldathletics.org/athletes/athlete=14263815,toplist
69,65.68,,Olivia WALDET,23 MAY 1984,FRA,8,,Reims (FRA),14 JUL 2009,1023,women_HT,2009,https://worldathletics.org/athletes/athlete=14274266,toplist
70,65.60,,Yelena RIGERT,02 DEC 1983,RUS,2f1,,"Adler, Sochi (RUS)",20 FEB 2009,1022,women_HT,2009,https://worldathletics.org/athletes/athlete=14299014,toplist
70,65.60,,Kateřina ŠAFRÁNKOVÁ,08 JUN 1989,CZE,1,,Kolin (CZE),01 MAY 2009,1022,women_HT,2009,https://worldathletics.org/athletes/athlete=14262767,toplist
70,65.60,,Natalya SHAYUNOVA,11 SEP 1989,BLR,5,,Minsk (BLR),06 JUN 2009,1022,women_HT,2009,https://worldathletics.org/athletes/athlete=14269631,toplist
73,65.59,,Anna KSENOFONTOVA,08 JAN 1988,RUS,1f1,,"Adler, Sochi (RUS)",07 FEB 2009,1022,women_HT,2009,https://worldathletics.org/athletes/athlete=14298318,toplist
74,65.55,,Katarzyna KITA,04 JUL 1984,POL,7,,"Stadion RKS Skra, Warszawa (POL)",02 MAY 2009,1021,women_HT,2009,https://worldathletics.org/athletes/athlete=14293858,toplist
75,65.34,,Elisa PALMIERI,18 SEP 1983,ITA,1,,Pescara (ITA),23 MAY 2009,1018,women_HT,2009,https://worldathletics.org/athletes/athlete=14284941,toplist
76,65.33,,Sarah HOLT,14 JUL 1987,GBR,1,,Halle (GER),24 MAY 2009,1018,women_HT,2009,https://worldathletics.org/athletes/athlete=14275352,toplist
77,65.26,,Amy HAAPANEN,23 MAR 1984,USA,5,,"Tucson, AZ (USA)",23 MAY 2009,1017,women_HT,2009,https://worldathletics.org/athletes/athlete=14311664,toplist
78,64.79,,Laetitia BAMBARA,30 MAR 1984,FRA,4,,Angers (FRA),25 JUL 2009,1009,women_HT,2009,https://worldathletics.org/athletes/athlete=14258663,toplist
79,64.74,,Yelena KISELYOVA,24 MAR 1979,RUS,4,,Cheboksary (RUS),26 JUL 2009,1008,women_HT,2009,https://worldathletics.org/athletes/athlete=14298127,toplist
80,64.57,,Crystal SMITH,06 MAR 1981,CAN,8,,"Walnut, CA (USA)",18 APR 2009,1005,women_HT,2009,https://worldathletics.org/athletes/athlete=14267178,toplist
80,64.57,,Qiaoyu YANG,14 SEP 1985,CHN,2,,Suzhou (CHN),21 MAY 2009,1005,women_HT,2009,https://worldathletics.org/athletes/athlete=14264660,toplist
82,64.55,,Odette PALMA,07 AUG 1982,CHI,2,,Lima (PER),19 JUN 2009,1005,women_HT,2009,https://worldathletics.org/athletes/athlete=14266827,toplist
83,64.54,,Emma JOHANNESSON,16 NOV 1984,SWE,4f1,,Bottnaryd (SWE),28 JUN 2009,1005,women_HT,2009,https://worldathletics.org/athletes/athlete=14302021,toplist
83,64.54,,Joana HAHN,07 FEB 1986,GER,1,,Sulzbach (GER),25 AUG 2009,1005,women_HT,2009,https://worldathletics.org/athletes/athlete=14277871,toplist
85,64.50,,Laura DOUGLAS,04 JAN 1983,GBR,2f1,,Hendon (GBR),01 AUG 2009,1004,women_HT,2009,https://worldathletics.org/athletes/athlete=14274919,toplist
86,64.42,,Laura GIBILISCO,17 JAN 1986,ITA,2,,Bari (ITA),01 MAR 2009,1003,women_HT,2009,https://worldathletics.org/athletes/athlete=14284440,toplist
87,64.41,,Claudia GOUTIZOLO,31 JUL 1990,CUB,4,,La Habana (CUB),11 JUN 2009,1003,women_HT,2009,https://worldathletics.org/athletes/athlete=14263551,toplist
88,64.38,,Xiaoyan LIAO,08 JAN 1987,CHN,4,,Jinan (CHN),03 JUL 2009,1002,women_HT,2009,https://worldathletics.org/athletes/athlete=14265875,toplist
89,64.33,,Yuliet de la C. HERNANDEZ,02 APR 1990,CUB,5,,La Habana (CUB),18 JUN 2009,1002,women_HT,2009,https://worldathletics.org/athletes/athlete=14263536,toplist
90,64.32,,Meiping YANG,23 OCT 1981,CHN,4,,Jinan (CHN),21 OCT 2009,1001,women_HT,2009,https://worldathletics.org/athletes/athlete=14264668,toplist
91,64.09,,Olga KUZENKOVA,04 OCT 1970,RUS,4f1,,"Adler, Sochi (RUS)",20 FEB 2009,998,women_HT,2009,https://worldathletics.org/athletes/athlete=14298370,toplist
92,64.08,,Aleksandra LUSHCHEKO,01 MAR 1987,RUS,1,,Kazan (RUS),18 JUN 2009,998,women_HT,2009,https://worldathletics.org/athletes/athlete=14298490,toplist
93,63.92,,Georgina TÓTH,10 MAR 1982,CMR,1,,"Tempe, AZ (USA)",27 MAR 2009,995,women_HT,2009,https://worldathletics.org/athletes/athlete=14282541,toplist
94,63.79,,Lena SOLVIN,04 JUL 1986,FIN,2,,Kuortane (FIN),13 JUN 2009,993,women_HT,2009,https://worldathletics.org/athletes/athlete=14258969,toplist
95,63.77,,Krishna LEE,25 JUL 1986,USA,1,,"Lubbock, TX (USA)",15 MAY 2009,993,women_HT,2009,https://worldathletics.org/athletes/athlete=14315182,toplist
96,63.75,,Kristin SMITH,23 DEC 1987,USA,2,,"Louisville, KY (USA)",29 MAY 2009,992,women_HT,2009,https://worldathletics.org/athletes/athlete=14321560,toplist
97,63.73,,Jenny OZORAI,03 DEC 1990,HUN,1,,Budapest (HUN),30 MAY 2009,992,women_HT,2009,https://worldathletics.org/athletes/athlete=14282166,toplist
97,63.73,,Jessika GUEHASEIM,23 AUG 1989,FRA,1f1,,Evry-Bondoufle (FRA),11 JUL 2009,992,women_HT,2009,https://worldathletics.org/athletes/athlete=14257211,toplist
99,63.70,,Annabelle ROLNIN,28 DEC 1987,FRA,2f1,,Evry-Bondoufle (FRA),11 JUL 2009,991,women_HT,2009,https://worldathletics.org/athletes/athlete=14273753,toplist
100,63.65,,Bronwyn EAGLES,23 AUG 1980,AUS,1f1,,Sydney (AUS),08 FEB 2009,991,women_HT,2009,https://worldathletics.org/athletes/athlete=14272166,toplist
1,78.30,,Anita WŁODARCZYK,08 AUG 1985,POL,1,,Bydgoszcz (POL),06 JUN 2010,1228,women_HT,2010,https://worldathletics.org/athletes/athlete=14294652,toplist
2,76.38,,Betty HEIDLER,14 OCT 1983,GER,1,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1196,women_HT,2010,https://worldathletics.org/athletes/athlete=14277951,toplist
3,76.03,,Tatyana LYSENKO,09 OCT 1983,RUS,1,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1191,women_HT,2010,https://worldathletics.org/athletes/athlete=14298505,toplist
4,75.19,,Yipsi MORENO,19 NOV 1980,CUB,2,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1177,women_HT,2010,https://worldathletics.org/athletes/athlete=14263462,toplist
5,74.53,,Kathrin KLAAS,06 FEB 1984,GER,2,,Pretoria (RSA),12 MAR 2010,1166,women_HT,2010,https://worldathletics.org/athletes/athlete=14278327,toplist
6,73.83,,Wenxiu ZHANG,22 MAR 1986,CHN,1,,Jinan (CHN),06 AUG 2010,1155,women_HT,2010,https://worldathletics.org/athletes/athlete=14264385,toplist
7,73.74,,Jennifer DAHLGREN,21 APR 1984,ARG,1,,Buenos Aires (ARG),10 APR 2010,1154,women_HT,2010,https://worldathletics.org/athletes/athlete=14272677,toplist
8,73.52,,Bianca Florentina PERIE,01 JUN 1990,ROU,1,,Bucureşti (ROU),16 JUL 2010,1150,women_HT,2010,https://worldathletics.org/athletes/athlete=14295835,toplist
9,73.40,,Stéphanie FALZON,07 JAN 1983,FRA,1,,Montreuil-sous-Bois (FRA),08 JUN 2010,1148,women_HT,2010,https://worldathletics.org/athletes/athlete=14257573,toplist
10,72.24,,Sultana FRIZELL,24 OCT 1984,CAN,3,,Fränkisch-Crumbach (GER),23 MAY 2010,1129,women_HT,2010,https://worldathletics.org/athletes/athlete=14267981,toplist
11,72.14,,Marina NIKIŞENKO,28 JUN 1986,MDA,2,,Dakar (SEN),24 APR 2010,1128,women_HT,2010,https://worldathletics.org/athletes/athlete=14290914,toplist
12,71.94,,Amber CAMPBELL,05 JUN 1981,USA,1,,"Sacramento, CA (USA)",29 MAY 2010,1125,women_HT,2010,https://worldathletics.org/athletes/athlete=14307097,toplist
13,71.90,,Oksana KONDRATYEVA,22 NOV 1985,RUS,2,,Yerino (RUS),11 JUN 2010,1124,women_HT,2010,https://worldathletics.org/athletes/athlete=14298185,toplist
14,71.66,,Olga TSANDER,18 MAY 1976,BLR,1,,Minsk (BLR),14 JUL 2010,1120,women_HT,2010,https://worldathletics.org/athletes/athlete=14269574,toplist
15,71.27,,Britney HENRY,17 OCT 1984,USA,1,,"Tucson, AZ (USA)",22 MAY 2010,1114,women_HT,2010,https://worldathletics.org/athletes/athlete=14312417,toplist
16,71.25,,Silvia SALIS,17 SEP 1985,ITA,1,,San Benedetto del Tronto (ITA),07 MAR 2010,1113,women_HT,2010,https://worldathletics.org/athletes/athlete=14285187,toplist
17,71.24,,Jessica COSBY-TORUGA,31 MAY 1982,USA,2,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1113,women_HT,2010,https://worldathletics.org/athletes/athlete=14308131,toplist
18,71.19,,Zheng WANG,14 DEC 1987,CHN,1,,Chongqing (CHN),26 JUN 2010,1112,women_HT,2010,https://worldathletics.org/athletes/athlete=14264987,toplist
19,70.80,,Styliani PAPADOPOULOU,15 MAR 1982,GRE,1,,Patra (GRE),12 JUN 2010,1106,women_HT,2010,https://worldathletics.org/athletes/athlete=14280838,toplist
20,70.36,,Małgorzata ZADURA,03 OCT 1982,POL,1,,Lublin (POL),13 JUN 2010,1099,women_HT,2010,https://worldathletics.org/athletes/athlete=14294710,toplist
21,70.35,,Arasay THONDIKE,28 MAY 1986,CUB,1,,La Habana (CUB),11 FEB 2010,1099,women_HT,2010,https://worldathletics.org/athletes/athlete=14263362,toplist
22,70.30,,Nataliya ZOLOTUKHINA,04 JAN 1985,UKR,1,,Yalta (UKR),28 MAY 2010,1098,women_HT,2010,https://worldathletics.org/athletes/athlete=14304378,toplist
23,70.25,,Iryna SEKACHOVA,21 JUL 1976,UKR,1,,Kyiv (UKR),11 MAY 2010,1097,women_HT,2010,https://worldathletics.org/athletes/athlete=14304134,toplist
24,70.23,,Manuela MONTEBRUN,13 NOV 1979,FRA,1f1,,Amneville (FRA),23 JUN 2010,1097,women_HT,2010,https://worldathletics.org/athletes/athlete=14273210,toplist
25,70.10,,Lenka LEDVINOVÁ,11 AUG 1985,CZE,1,,Brno (CZE),14 JUL 2010,1095,women_HT,2010,https://worldathletics.org/athletes/athlete=14262946,toplist
26,69.89,,Clarissa CLARETTI,07 OCT 1980,ITA,2,,San Benedetto del Tronto (ITA),07 MAR 2010,1091,women_HT,2010,https://worldathletics.org/athletes/athlete=14284078,toplist
27,69.85,,Marina SMOLYACHKOVA,10 FEB 1985,BLR,2,,Minsk (BLR),07 JUL 2010,1091,women_HT,2010,https://worldathletics.org/athletes/athlete=14269608,toplist
28,69.73,,Éva ORBÁN,29 NOV 1984,HUN,1,,"Puskás Ferenc Stadion, Budapest (HUN)",20 JUN 2010,1089,women_HT,2010,https://worldathletics.org/athletes/athlete=14282161,toplist
29,69.51,,Yelena MATOSHKO,23 JUN 1982,BLR,3,,Montreuil-sous-Bois (FRA),08 JUN 2010,1085,women_HT,2010,https://worldathletics.org/athletes/athlete=14269744,toplist
30,69.40,,Iryna NOVOZHYLOVA,07 JAN 1986,UKR,2,,Yalta (UKR),28 MAY 2010,1083,women_HT,2010,https://worldathletics.org/athletes/athlete=14303970,toplist
31,69.36,,Berta CASTELLS,24 JAN 1984,ESP,2,,Vila Real de Santo António (POR),30 MAY 2010,1083,women_HT,2010,https://worldathletics.org/athletes/athlete=14261855,toplist
32,69.28,,Tracey ANDERSSON,05 DEC 1984,SWE,1,,Eskilstuna (SWE),08 JUN 2010,1082,women_HT,2010,https://worldathletics.org/athletes/athlete=14301679,toplist
33,69.10,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,1,,Barquisimeto (VEN),19 JUN 2010,1079,women_HT,2010,https://worldathletics.org/athletes/athlete=14325206,toplist
34,68.95,,Kateřina ŠAFRÁNKOVÁ,08 JUN 1989,CZE,1,,Praha (CZE),08 MAY 2010,1076,women_HT,2010,https://worldathletics.org/athletes/athlete=14262767,toplist
35,68.88,,Stevi LARGE,11 FEB 1986,USA,2,,"Tucson, AZ (USA)",22 MAY 2010,1075,women_HT,2010,https://worldathletics.org/athletes/athlete=14314992,toplist
36,68.61,,Ariannys VICHY,18 MAY 1989,CUB,2,,La Habana (CUB),22 MAY 2010,1071,women_HT,2010,https://worldathletics.org/athletes/athlete=14263672,toplist
37,68.30,,Alexandra PAPAGEORGIOU,17 DEC 1980,GRE,5,,Rethymno (GRE),07 JUL 2010,1066,women_HT,2010,https://worldathletics.org/athletes/athlete=14280840,toplist
38,68.22,,Crystal SMITH,06 MAR 1981,CAN,1,,Kelowna (CAN),03 JUL 2010,1064,women_HT,2010,https://worldathletics.org/athletes/athlete=14267178,toplist
39,68.21,,Merja KORPELA,15 MAY 1981,FIN,7,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1064,women_HT,2010,https://worldathletics.org/athletes/athlete=14259386,toplist
40,67.96,,Mona Christine HOLM,05 AUG 1983,NOR,1,,Tønsberg (NOR),06 JUN 2010,1060,women_HT,2010,https://worldathletics.org/athletes/athlete=14292656,toplist
41,67.79,,Vânia SILVA,08 JUN 1980,POR,1,,Abrantes (POR),10 JUN 2010,1057,women_HT,2010,https://worldathletics.org/athletes/athlete=14295104,toplist
42,67.67,,Cecilia NILSSON,22 JUN 1979,SWE,1,,Helsinki (FIN),28 AUG 2010,1056,women_HT,2010,https://worldathletics.org/athletes/athlete=14302241,toplist
43,67.43,,Erin GILREATH,11 AUG 1980,USA,2,,"Austin, TX (USA)",01 APR 2010,1052,women_HT,2010,https://worldathletics.org/athletes/athlete=14310985,toplist
44,67.35,,Amélie PERRIN,30 MAR 1980,FRA,3,,Valence (FRA),08 JUL 2010,1050,women_HT,2010,https://worldathletics.org/athletes/athlete=14273482,toplist
45,67.20,,Heather STEACY,14 APR 1988,CAN,1,,"Miramar, FL (USA)",10 JUL 2010,1048,women_HT,2010,https://worldathletics.org/athletes/athlete=14267145,toplist
46,66.98,,Eli Johana MORENO,15 APR 1985,COL,1,,Mayagüez (PUR),24 JUL 2010,1044,women_HT,2010,https://worldathletics.org/athletes/athlete=14263966,toplist
47,66.90,,Nikola LOMNICKÁ,16 SEP 1988,SVK,2,,Veszprém (HUN),10 JUL 2010,1043,women_HT,2010,https://worldathletics.org/athletes/athlete=14301502,toplist
48,66.86,,Yuliet de la C. HERNANDEZ,02 APR 1990,CUB,2,,La Habana (CUB),11 FEB 2010,1042,women_HT,2010,https://worldathletics.org/athletes/athlete=14263536,toplist
49,66.84,,Elisa PALMIERI,18 SEP 1983,ITA,1,,Rieti (ITA),12 JUN 2010,1042,women_HT,2010,https://worldathletics.org/athletes/athlete=14284941,toplist
50,66.80,,Laetitia BAMBARA,30 MAR 1984,FRA,6,,Montreuil-sous-Bois (FRA),08 JUN 2010,1041,women_HT,2010,https://worldathletics.org/athletes/athlete=14258663,toplist
51,66.77,,Qiaoyu YANG,14 SEP 1985,CHN,3,,Jinan (CHN),06 AUG 2010,1041,women_HT,2010,https://worldathletics.org/athletes/athlete=14264660,toplist
52,66.76,,Zoe DERHAM,24 NOV 1980,GBR,3f2,,Halle (GER),15 MAY 2010,1041,women_HT,2010,https://worldathletics.org/athletes/athlete=14274882,toplist
52,66.76,,Aleksandra LUSHCHEKO,01 MAR 1987,RUS,2,,Saransk (RUS),15 JUL 2010,1041,women_HT,2010,https://worldathletics.org/athletes/athlete=14298490,toplist
54,66.74,,Dorotea HABAZIN,14 JUN 1988,CRO,1,,"Atlanta, GA (USA)",14 MAY 2010,1041,women_HT,2010,https://worldathletics.org/athletes/athlete=14263815,toplist
55,66.72,,Yirisleydi FORD,18 AUG 1991,CUB,3,,La Habana (CUB),11 MAR 2010,1040,women_HT,2010,https://worldathletics.org/athletes/athlete=14263574,toplist
56,66.65,,Andrea BUNJES,05 FEB 1976,GER,1,,Wetzlar (GER),20 JUN 2010,1039,women_HT,2010,https://worldathletics.org/athletes/athlete=14277234,toplist
57,66.33,,Yana KLESHEVNIKOVA,24 JUL 1988,RUS,3,,Yerino (RUS),11 JUN 2010,1034,women_HT,2010,https://worldathletics.org/athletes/athlete=14363691,toplist
58,66.31,,Katarzyna KITA,04 JUL 1984,POL,1,,Zamość (POL),17 JUL 2010,1034,women_HT,2010,https://worldathletics.org/athletes/athlete=14293858,toplist
58,66.31,,Gabrielle NEIGHBOUR,22 NOV 1983,AUS,1,,Melbourne (AUS),08 AUG 2010,1034,women_HT,2010,https://worldathletics.org/athletes/athlete=14271570,toplist
60,66.30,,Jessika GUEHASEIM,23 AUG 1989,FRA,8,,Montreuil-sous-Bois (FRA),08 JUN 2010,1033,women_HT,2010,https://worldathletics.org/athletes/athlete=14257211,toplist
61,66.29,,Anna BULGAKOVA,17 JAN 1988,RUS,2,,Moskva (RUS),13 MAY 2010,1033,women_HT,2010,https://worldathletics.org/athletes/athlete=14297465,toplist
62,66.26,,Li ZHANG,13 MAR 1993,CHN,2,,Hefei (CHN),13 JUN 2010,1033,women_HT,2010,https://worldathletics.org/athletes/athlete=14369324,toplist
63,66.14,,Vanda NICKL,04 SEP 1985,HUN,,,Szombathely (HUN),13 MAR 2010,1031,women_HT,2010,https://worldathletics.org/athletes/athlete=14282144,toplist
64,66.12,,Jenny OZORAI,03 DEC 1990,HUN,1,,Zalaegerszeg (HUN),05 JUN 2010,1030,women_HT,2010,https://worldathletics.org/athletes/athlete=14282166,toplist
65,66.07,,Lidiya PROVOZINA,13 FEB 1986,UKR,4,,Yalta (UKR),28 MAY 2010,1030,women_HT,2010,https://worldathletics.org/athletes/athlete=14304061,toplist
66,66.03,,Loree SMITH,06 NOV 1982,USA,2,,Burnaby (CAN),05 JUL 2010,1029,women_HT,2010,https://worldathletics.org/athletes/athlete=14321579,toplist
67,66.01,,Sophie HITCHON,11 JUL 1991,GBR,1,,"Croix-Bleue Medavie Stadium, Moncton (CAN)",24 JUL 2010,1029,women_HT,2010,https://worldathletics.org/athletes/athlete=14275327,toplist
68,66.00,,Amy HAAPANEN,23 MAR 1984,USA,1,,"Walnut, CA (USA)",06 JUN 2010,1029,women_HT,2010,https://worldathletics.org/athletes/athlete=14311664,toplist
69,65.93,,Megann RODHE,27 AUG 1985,CAN,3,,Burnaby (CAN),05 JUL 2010,1027,women_HT,2010,https://worldathletics.org/athletes/athlete=14267044,toplist
70,65.63,,Tereza KRÁLOVÁ,21 OCT 1989,CZE,1,,Breclav (CZE),28 AUG 2010,1023,women_HT,2010,https://worldathletics.org/athletes/athlete=14262979,toplist
71,65.51,,Sarah HOLT,14 JUL 1987,GBR,2,,Loughborough (GBR),22 MAY 2010,1021,women_HT,2010,https://worldathletics.org/athletes/athlete=14275352,toplist
72,65.47,,Lena SOLVIN,04 JUL 1986,FIN,2,,Kajaani (FIN),07 AUG 2010,1020,women_HT,2010,https://worldathletics.org/athletes/athlete=14258969,toplist
73,65.32,,Kristal KOSTIEW,08 JAN 1982,USA,2,,"Tucson, AZ (USA)",20 MAY 2010,1018,women_HT,2010,https://worldathletics.org/athletes/athlete=14314706,toplist
73,65.32,,Shelby ASHE,13 MAR 1993,USA,1,,"Marietta, GA (USA)",15 JUN 2010,1018,women_HT,2010,https://worldathletics.org/athletes/athlete=14411213,toplist
73,65.32,,Ana SUŠEC,23 NOV 1985,SLO,1,,Gorizia (ITA),24 JUL 2010,1018,women_HT,2010,https://worldathletics.org/athletes/athlete=14300254,toplist
76,65.28,,Barbara ŠPILER,02 JAN 1992,SLO,2,,"Croix-Bleue Medavie Stadium, Moncton (CAN)",24 JUL 2010,1017,women_HT,2010,https://worldathletics.org/athletes/athlete=14300243,toplist
77,65.21,,Caressa SIMS,07 MAR 1986,USA,3,,"Tucson, AZ (USA)",22 MAY 2010,1016,women_HT,2010,https://worldathletics.org/athletes/athlete=14321349,toplist
78,65.10,,Kıvılcım KAYA,27 MAR 1992,TUR,1,,Ankara (TUR),14 AUG 2010,1014,women_HT,2010,https://worldathletics.org/athletes/athlete=14375566,toplist
79,64.93,,Carys PARRY,24 JUL 1981,GBR,2,,New Delhi (IND),07 OCT 2010,1011,women_HT,2010,https://worldathletics.org/athletes/athlete=14276018,toplist
80,64.92,,Mariya BESPALOVA,21 MAY 1986,RUS,2,,Moskva (RUS),07 JUL 2010,1011,women_HT,2010,https://worldathletics.org/athletes/athlete=14297374,toplist
81,64.81,,Laura GIBILISCO,17 JAN 1986,ITA,3,,Firenze (ITA),05 JUN 2010,1009,women_HT,2010,https://worldathletics.org/athletes/athlete=14284440,toplist
82,64.74,,Laura DOUGLAS,04 JAN 1983,GBR,2f1,,Hendon (GBR),08 AUG 2010,1008,women_HT,2010,https://worldathletics.org/athletes/athlete=14274919,toplist
83,64.66,,Joanna FIODOROW,04 MAR 1989,POL,1,,Bydgoszcz (POL),12 JUN 2010,1007,women_HT,2010,https://worldathletics.org/athletes/athlete=14293612,toplist
84,64.57,,Alena KRECHYK,20 JUL 1987,BLR,3,,"Austin, TX (USA)",01 APR 2010,1005,women_HT,2010,https://worldathletics.org/athletes/athlete=14269800,toplist
85,64.55,,Karina FROLOVA,02 MAR 1990,RUS,2,,Cheboksary (RUS),04 JUL 2010,1005,women_HT,2010,https://worldathletics.org/athletes/athlete=14297723,toplist
85,64.55,,Marie NORDAHL,14 JAN 1981,SWE,1,,Arvika (SWE),01 AUG 2010,1005,women_HT,2010,https://worldathletics.org/athletes/athlete=14301963,toplist
87,64.46,,Magdalena SZEWA,20 SEP 1990,POL,1,,Toruń (POL),20 AUG 2010,1004,women_HT,2010,https://worldathletics.org/athletes/athlete=14329269,toplist
88,64.42,,Sharon AYALA,28 SEP 1986,MEX,1,,"Turlock, CA (USA)",14 MAY 2010,1003,women_HT,2010,https://worldathletics.org/athletes/athlete=14305108,toplist
89,64.32,,Masumi AYA,01 JAN 1980,JPN,1,,Marugame (JPN),17 JUL 2010,1001,women_HT,2010,https://worldathletics.org/athletes/athlete=14286119,toplist
90,64.27,,Odette PALMA,07 AUG 1982,CHI,4,,Buenos Aires (ARG),06 MAY 2010,1001,women_HT,2010,https://worldathletics.org/athletes/athlete=14266827,toplist
91,64.20,,Alina SAHYUNOVA,02 MAR 1990,BLR,3,,Minsk (BLR),07 JUL 2010,1000,women_HT,2010,https://worldathletics.org/athletes/athlete=14269817,toplist
92,64.17,,Jeneva STEVENS,28 OCT 1989,USA,2,,"Miramar, FL (USA)",10 JUL 2010,999,women_HT,2010,https://worldathletics.org/athletes/athlete=14361804,toplist
