Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
5707,55.77,Melissa GONZALEZ,1994-06-24,COL,1,"Sportzentrum Niederösterreich, St. Pölten (AUT)",2022-05-26,1149,2022,women_400h,Women 400m Hurdles,,27.9,True
5707,55.77,Elisabeth SLETTUM,1986-08-31,NOR,1,"Bislett Stadion, Oslo (NOR)",2022-06-30,1149,2022,women_400h,Women 400m Hurdles,,35.8,True
5707,55.77,Nikoleta JÍCHOVÁ,2000-08-29,CZE,1,"Stadion Juliska, Praha (CZE)",2023-06-05,1149,2023,women_400h,Women 400m Hurdles,,22.8,True
5707,55.77,Brooke OVERHOLT,2000-04-02,CAN,2sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1149,2023,women_400h,Women 400m Hurdles,,23.2,True
5707,55.77,Lauren HOFFMAN,1999-03-30,USA,2f1,"Marietta HS, Marietta, GA (USA)",2023-06-17,1149,2023,women_400h,Women 400m Hurdles,,24.2,True
5707,55.77,Zenéy VAN DER WALT,2000-05-22,RSA,5,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1149,2023,women_400h,Women 400m Hurdles,,23.1,True
5754,55.78,Line KLOSTER,1990-02-27,NOR,3,"Stadion Wankdorf, Bern (SUI)",2021-08-21,1148,2021,women_400h,Women 400m Hurdles,,31.5,True
5754,55.78,Jessie KNIGHT,1994-06-15,GBR,2,"Stadion Juliska, Praha (CZE)",2023-06-05,1148,2023,women_400h,Women 400m Hurdles,,29.0,True
5803,55.79,Yadisleidis PEDROSO,1987-01-28,ITA,3,"Stadio Quercia, Rovereto (ITA)",2021-06-27,1148,2021,women_400h,Women 400m Hurdles,,34.4,True
5803,55.79,Emma ZAPLETALOVÁ,2000-03-24,SVK,6sf2,"National Stadium, Tokyo (JPN)",2021-08-02,1148,2021,women_400h,Women 400m Hurdles,,21.4,True
5803,55.79,Camille SERI,1999-05-01,FRA,1f2,"Putbosstadion, Oordegem (BEL)",2022-05-28,1148,2022,women_400h,Women 400m Hurdles,,23.1,True
5803,55.79,Shannon MEISBERGER,1999-07-27,USA,3sf2,"Hayward Field, Eugene, OR (USA)",2022-06-09,1148,2022,women_400h,Women 400m Hurdles,,22.9,True
5803,55.79,Ashley SPENCER,1993-06-08,USA,2h1,"Hayward Field, Eugene, OR (USA)",2022-06-23,1148,2022,women_400h,Women 400m Hurdles,,29.0,True
5803,55.79,Britton WILSON,2000-11-13,USA,1h4,"Hayward Field, Eugene, OR (USA)",2022-06-23,1148,2022,women_400h,Women 400m Hurdles,,21.6,True
5803,55.79,Janieve RUSSELL,1993-11-14,JAM,2h1,"Alexander Stadium, Birmingham (GBR)",2022-08-04,1148,2022,women_400h,Women 400m Hurdles,,28.7,True
5803,55.79,Sydni TOWNSEND,2000-03-17,USA,1h1,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-27,1148,2023,women_400h,Women 400m Hurdles,,23.2,True
5850,55.8,Meghan BEESLEY,1989-11-15,GBR,2,"Sportcity Regional Arena, Manchester (GBR)",2021-06-26,1148,2021,women_400h,Women 400m Hurdles,,31.6,True
5850,55.8,Yadisleidis PEDROSO,1987-01-28,ITA,5sf3,"National Stadium, Tokyo (JPN)",2021-08-02,1148,2021,women_400h,Women 400m Hurdles,,34.5,True
5850,55.8,Taylon BIELDT,1998-11-04,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",2022-04-06,1148,2022,women_400h,Women 400m Hurdles,,23.4,True
5850,55.8,Nikoleta JÍCHOVÁ,2000-08-29,CZE,1,"Golęcin Stadion, Poznan (POL)",2023-06-18,1148,2023,women_400h,Women 400m Hurdles,,22.8,True
5898,55.81,Lina NIELSEN,1996-03-13,GBR,3,"x-bionic sphere, Šamorín (SVK)",2021-06-02,1147,2021,women_400h,Women 400m Hurdles,,25.2,True
5898,55.81,Andrenette KNIGHT,1996-11-19,JAM,3,"Hayward Field, Eugene, OR (USA)",2021-06-12,1147,2021,women_400h,Women 400m Hurdles,,24.6,True
5898,55.81,Zenéy VAN DER WALT,2000-05-22,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2022-04-06,1147,2022,women_400h,Women 400m Hurdles,,21.9,True
5898,55.81,Jessie KNIGHT,1994-06-15,GBR,3,"FBK Stadium, Hengelo (NED)",2022-06-06,1147,2022,women_400h,Women 400m Hurdles,,28.0,True
5898,55.81,Jessica WRIGHT,,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,1147,2023,women_400h,Women 400m Hurdles,,,True
5898,55.81,Shiann SALMON,1999-03-31,JAM,7,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1147,2023,women_400h,Women 400m Hurdles,,24.2,True
5946,55.82,Meghan BEESLEY,1989-11-15,GBR,1f1,"Lee Valley Athletics Centre, London (GBR)",2021-05-31,1147,2021,women_400h,Women 400m Hurdles,,31.5,True
5946,55.82,Nikoleta JÍCHOVÁ,2000-08-29,CZE,2,"Sportzentrum Niederösterreich, St. Pölten (AUT)",2022-05-26,1147,2022,women_400h,Women 400m Hurdles,,21.7,True
5946,55.82,Sarah CARLI,1994-09-05,AUS,6,"Alexander Stadium, Birmingham (GBR)",2022-08-06,1147,2022,women_400h,Women 400m Hurdles,,27.9,True
5946,55.82,Taylon BIELDT,1998-11-04,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2023-04-01,1147,2023,women_400h,Women 400m Hurdles,,24.4,True
6002,55.83,Cara Nnenya HAILEY,1994-02-23,USA,4,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1147,2021,women_400h,Women 400m Hurdles,,27.2,True
6002,55.83,Emma ZAPLETALOVÁ,2000-03-24,SVK,4,"Mestský Stadion, Ostrava (CZE)",2021-05-19,1147,2021,women_400h,Women 400m Hurdles,,21.2,True
6002,55.83,Melissa GONZALEZ,1994-06-24,COL,7,"Stadion Śląski, Chorzów (POL)",2021-09-05,1147,2021,women_400h,Women 400m Hurdles,,27.2,True
6002,55.83,Masai RUSSELL,2000-06-17,USA,4,"Hayward Field, Eugene, OR (USA)",2022-06-11,1147,2022,women_400h,Women 400m Hurdles,,22.0,True
6002,55.83,Shiann SALMON,1999-03-31,JAM,1f1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-28,1147,2023,women_400h,Women 400m Hurdles,,24.1,True
6002,55.83,Ronda WHYTE,1990-11-06,JAM,4,"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,1147,2023,women_400h,Women 400m Hurdles,,32.5,True
6002,55.83,Noura ENNADI,1999-04-05,MAR,7,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,1147,2023,women_400h,Women 400m Hurdles,,24.1,True
6062,55.84,Kiah SEYMOUR,1994-01-11,USA,5sf1,"Hayward Field, Eugene, OR (USA)",2021-06-26,1147,2021,women_400h,Women 400m Hurdles,,27.5,True
6062,55.84,Gianna WOODRUFF,1993-11-18,PAN,7,"National Stadium, Tokyo (JPN)",2021-08-04,1147,2021,women_400h,Women 400m Hurdles,,27.7,True
6062,55.84,Wenda NEL,1988-07-30,RSA,3,"McArthur Stadium, Potchefstroom (RSA)",2022-04-06,1147,2022,women_400h,Women 400m Hurdles,,33.7,True
6062,55.84,Camille SERI,1999-05-01,FRA,5,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1147,2022,women_400h,Women 400m Hurdles,,23.1,True
6062,55.84,Gisèle WENDER,2001-04-25,GER,2,"Olympiastadion, Berlin (GER)",2022-06-26,1147,2022,women_400h,Women 400m Hurdles,,21.2,True
6062,55.84,Melissa GONZALEZ,1994-06-24,COL,5,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1147,2022,women_400h,Women 400m Hurdles,,28.2,True
6122,55.85,Noelle MONTCALM,1988-04-03,CAN,6h2,"National Stadium, Tokyo (JPN)",2021-07-31,1146,2021,women_400h,Women 400m Hurdles,,33.3,True
6122,55.85,Melissa GONZALEZ,1994-06-24,COL,2f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1146,2022,women_400h,Women 400m Hurdles,,27.8,True
6159,55.86,Leah NUGENT,1992-11-23,JAM,8,"Hayward Field, Eugene, OR (USA)",2021-08-21,1146,2021,women_400h,Women 400m Hurdles,,28.7,True
6159,55.86,Viivi LEHIKOINEN,1999-08-27,FIN,1,"Olympiastadion, Stockholm (SWE)",2021-09-05,1146,2021,women_400h,Women 400m Hurdles,,22.0,True
6159,55.86,Portia BING,1993-04-17,NZL,1,"Sportcentrum De Rode Loop in Merksem, Antwerpen (BEL)",2022-07-03,1146,2022,women_400h,Women 400m Hurdles,,29.2,True
6159,55.86,Ayomide FOLORUNSO,1996-10-17,ITA,8,"Letzigrund, Zürich (SUI)",2022-09-08,1146,2022,women_400h,Women 400m Hurdles,,25.9,True
6159,55.86,Eileen DEMES,1997-10-13,GER,2,"Golęcin Stadion, Poznan (POL)",2023-06-18,1146,2023,women_400h,Women 400m Hurdles,,25.7,True
6215,55.87,Lea SPRUNGER,1990-03-05,SUI,8,"Letzigrund, Zürich (SUI)",2021-09-09,1146,2021,women_400h,Women 400m Hurdles,,31.5,True
6215,55.87,Jiadie MO,2000-01-06,CHN,5f2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1146,2022,women_400h,Women 400m Hurdles,,22.3,True
6215,55.87,Line KLOSTER,1990-02-27,NOR,1,"McArthur Stadium, Potchefstroom (RSA)",2023-04-26,1146,2023,women_400h,Women 400m Hurdles,,33.2,True
6215,55.87,Sanique WALKER,2000-04-08,JAM,1,"USF Track Complex, Tampa, FL (USA)",2023-05-14,1146,2023,women_400h,Women 400m Hurdles,,23.1,True
6215,55.87,Jessie KNIGHT,1994-06-15,GBR,1,"Oscar van Rumst Stadion, Lokeren (BEL)",2023-05-20,1146,2023,women_400h,Women 400m Hurdles,,28.9,True
6215,55.87,Viktoriya TKACHUK,1994-11-08,UKR,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-21,1146,2023,women_400h,Women 400m Hurdles,,28.6,True
6268,55.88,Viivi LEHIKOINEN,1999-08-27,FIN,1,"Kaarlen kenttä, Vaasa (FIN)",2021-06-29,1145,2021,women_400h,Women 400m Hurdles,,21.8,True
6268,55.88,Wenda NEL,1988-07-30,RSA,1,"Germiston Stadium, Johannesburg (RSA)",2022-04-13,1145,2022,women_400h,Women 400m Hurdles,,33.7,True
6268,55.88,Jessie KNIGHT,1994-06-15,GBR,3h2,"Alexander Stadium, Birmingham (GBR)",2022-08-04,1145,2022,women_400h,Women 400m Hurdles,,28.1,True
6307,55.89,Zurian HECHAVARRÍA,1995-08-10,CUB,1,"Estadio Panamericano, La Habana (CUB)",2021-02-27,1145,2021,women_400h,Women 400m Hurdles,,25.6,True
6307,55.89,Linda OLIVIERI,1998-07-14,ITA,1f1,"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,1145,2021,women_400h,Women 400m Hurdles,,22.9,True
6307,55.89,Zenéy VAN DER WALT,2000-05-22,RSA,1f1,"Polisportivo Comunale, Codroipo (ITA)",2021-07-11,1145,2021,women_400h,Women 400m Hurdles,,21.1,True
6307,55.89,Rushell CLAYTON,1992-10-18,JAM,2,"National Sports Centre, Devonshire (BER)",2022-04-09,1145,2022,women_400h,Women 400m Hurdles,,29.5,True
6307,55.89,Jessica TAPPIN,1990-05-17,GBR,2f2,"Putbosstadion, Oordegem (BEL)",2022-05-28,1145,2022,women_400h,Women 400m Hurdles,,32.0,True
6307,55.89,Cassandra TATE,1990-09-11,USA,2h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1145,2022,women_400h,Women 400m Hurdles,,31.8,True
6307,55.89,Sarah CARLI,1994-09-05,AUS,3h4,"Hayward Field, Eugene, OR (USA)",2022-07-19,1145,2022,women_400h,Women 400m Hurdles,,27.9,True
6370,55.9,Andrenette KNIGHT,1996-11-19,JAM,1pr2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-27,1145,2021,women_400h,Women 400m Hurdles,,24.5,True
6370,55.9,Aminat JAMAL,1997-06-27,BRN,7h1,"National Stadium, Tokyo (JPN)",2021-07-31,1145,2021,women_400h,Women 400m Hurdles,,24.1,True
6370,55.9,Tia-Adana BELLE,1996-06-15,BAR,1f1,"Cregger Track, Columbia, SC (USA)",2022-04-16,1145,2022,women_400h,Women 400m Hurdles,,25.8,True
6370,55.9,Tia-Adana BELLE,1996-06-15,BAR,4,"Icahn Stadium, New York, NY (USA)",2022-06-12,1145,2022,women_400h,Women 400m Hurdles,,26.0,True
6370,55.9,Yasmin GIGER,1999-11-06,SUI,5h1,"Hayward Field, Eugene, OR (USA)",2022-07-19,1145,2022,women_400h,Women 400m Hurdles,,22.7,True
6370,55.9,Rebecca SARTORI,1997-05-22,ITA,8sf1,"Hayward Field, Eugene, OR (USA)",2022-07-20,1145,2022,women_400h,Women 400m Hurdles,,25.2,True
6370,55.9,Cassandra TATE,1990-09-11,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1145,2023,women_400h,Women 400m Hurdles,,32.6,True
6370,55.9,Taylon BIELDT,1998-11-04,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2023-04-26,1145,2023,women_400h,Women 400m Hurdles,,24.5,True
6428,55.91,Jessie KNIGHT,1994-06-15,GBR,3,"Sportcity Regional Arena, Manchester (GBR)",2021-06-26,1144,2021,women_400h,Women 400m Hurdles,,27.0,True
6428,55.91,Gezelle MAGERMAN,1997-04-21,RSA,1,"Stadio Communale, Mendrisio (SUI)",2021-07-17,1144,2021,women_400h,Women 400m Hurdles,,24.2,True
6428,55.91,Meghan BEESLEY,1989-11-15,GBR,7h2,"National Stadium, Tokyo (JPN)",2021-07-31,1144,2021,women_400h,Women 400m Hurdles,,31.7,True
6428,55.91,Taylon BIELDT,1998-11-04,RSA,2,"Bestmed Tuks Stadium, Pretoria (RSA)",2022-03-11,1144,2022,women_400h,Women 400m Hurdles,,23.3,True
6428,55.91,Grace CLAXTON,1993-08-19,PUR,1h1,La Nucia (ESP),2022-05-20,1144,2022,women_400h,Women 400m Hurdles,,28.8,True
6428,55.91,Lauren HOFFMAN,1999-03-30,USA,2h2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1144,2022,women_400h,Women 400m Hurdles,,23.2,True
6428,55.91,Taylon BIELDT,1998-11-04,RSA,3,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,1144,2022,women_400h,Women 400m Hurdles,,23.6,True
6428,55.91,Ayomide FOLORUNSO,1996-10-17,ITA,7,"Olympiastadion, München (GER)",2022-08-19,1144,2022,women_400h,Women 400m Hurdles,,25.8,True
6482,55.92,Ashley SPENCER,1993-06-08,USA,2h2,"Hayward Field, Eugene, OR (USA)",2021-06-25,1144,2021,women_400h,Women 400m Hurdles,,28.0,True
6482,55.92,Nikoleta JÍCHOVÁ,2000-08-29,CZE,1f2,"Elena Venizelou National Stadium, Chania (GRE)",2023-05-28,1144,2023,women_400h,Women 400m Hurdles,,22.7,True
6482,55.92,Annina FAHR,1993-04-06,SUI,3f1,"Stadion Schützenmatte, Basel (SUI)",2023-05-29,1144,2023,women_400h,Women 400m Hurdles,,30.1,True
6482,55.92,Britton WILSON,2000-11-13,USA,7,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1144,2023,women_400h,Women 400m Hurdles,,22.6,True
6535,55.93,Sage WATSON,1994-06-20,CAN,1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2021-04-17,1144,2021,women_400h,Women 400m Hurdles,,26.8,True
6535,55.93,Aliaksandra KHILMANOVICH,1996-12-14,BLR,1h1,"Dinamo National Olympic Stadium, Minsk (BLR)",2021-06-24,1144,2021,women_400h,Women 400m Hurdles,,24.5,True
6535,55.93,Nicole KENDALL,1996-01-26,GBR,1f1,"Thames Valley Athletics Centre Indoor Track, Eton (GBR)",2021-08-07,1144,2021,women_400h,Women 400m Hurdles,,25.5,True
6535,55.93,Nikoleta JÍCHOVÁ,2000-08-29,CZE,1h3,"Olympiastadion, München (GER)",2022-08-17,1144,2022,women_400h,Women 400m Hurdles,,22.0,True
6535,55.93,Jiadie MO,2000-01-06,CHN,1,"Jiangjin Stadium, Chongqing (CHN)",2023-06-04,1144,2023,women_400h,Women 400m Hurdles,,23.4,True
6588,55.94,Viivi LEHIKOINEN,1999-08-27,FIN,1f1,"Cluj Arena, Cluj-Napoca (ROU)",2021-06-19,1143,2021,women_400h,Women 400m Hurdles,,21.8,True
6588,55.94,Abby GLYNN,,USA,3sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1143,2023,women_400h,Women 400m Hurdles,,,True
6588,55.94,Linda ANGOUNOU,1992-09-23,CMR,1f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",2023-07-01,1143,2023,women_400h,Women 400m Hurdles,,30.8,True
6639,55.95,Wenda NEL,1988-07-30,RSA,4,"Stadion Wankdorf, Bern (SUI)",2021-08-21,1143,2021,women_400h,Women 400m Hurdles,,33.1,True
6639,55.95,Rebecca SARTORI,1997-05-22,ITA,1f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1143,2022,women_400h,Women 400m Hurdles,,25.1,True
6639,55.95,Shannon MEISBERGER,1999-07-27,USA,3h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1143,2022,women_400h,Women 400m Hurdles,,22.9,True
6639,55.95,Linda OLIVIERI,1998-07-14,ITA,4,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1143,2022,women_400h,Women 400m Hurdles,,24.0,True
6639,55.95,Sydni TOWNSEND,2000-03-17,USA,3sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1143,2023,women_400h,Women 400m Hurdles,,23.2,True
6682,55.96,Jessie KNIGHT,1994-06-15,GBR,1h2,"Manchester Regional Arena, Manchester (GBR)",2022-06-25,1143,2022,women_400h,Women 400m Hurdles,,28.0,True
6682,55.96,Shani'a BELLAMY,2002-02-02,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-31,1143,2023,women_400h,Women 400m Hurdles,,21.2,True
6682,55.96,Line KLOSTER,1990-02-27,NOR,5f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1143,2023,women_400h,Women 400m Hurdles,,33.2,True
6743,55.97,Chayenne DA SILVA,2000-02-05,BRA,1,"Pascual Guerrero Stadium, Cali (COL)",2021-12-02,1143,2021,women_400h,Women 400m Hurdles,,21.8,True
6743,55.97,Ronda WHYTE,1990-11-06,JAM,6f2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1143,2022,women_400h,Women 400m Hurdles,,31.5,True
6803,55.98,Zenéy VAN DER WALT,2000-05-22,RSA,2,"Stadio Communale, Mendrisio (SUI)",2021-07-17,1142,2021,women_400h,Women 400m Hurdles,,21.2,True
6803,55.98,Lauren HOFFMAN,1999-03-30,USA,2h1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-24,1142,2022,women_400h,Women 400m Hurdles,,23.0,True
6803,55.98,Sarah CARLI,1994-09-05,AUS,1,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-08,1142,2022,women_400h,Women 400m Hurdles,,27.8,True
6803,55.98,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Pilditch Stadium, Pretoria (RSA)",2023-03-10,1142,2023,women_400h,Women 400m Hurdles,,22.8,True
6803,55.98,Jessica WRIGHT,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-31,1142,2023,women_400h,Women 400m Hurdles,,,True
6803,55.98,Cathelijn PEETERS,1996-11-06,NED,1f2,"Vughtse Sports Club Prins Hendrik, Vught (NED)",2023-05-18,1142,2023,women_400h,Women 400m Hurdles,,26.5,True
6864,55.99,Portia BING,1993-04-17,NZL,1,"Porritt Stadium, Hamilton (NZL)",2021-02-13,1142,2021,women_400h,Women 400m Hurdles,,27.8,True
6864,55.99,Yasmin GIGER,1999-11-06,SUI,1sf1,"Kadrioru staadion, Tallinn (EST)",2021-07-09,1142,2021,women_400h,Women 400m Hurdles,,21.7,True
6864,55.99,Deshae WISE,,USA,4,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1142,2022,women_400h,Women 400m Hurdles,,,True
6864,55.99,Deshae WISE,,USA,5,"Hayward Field, Eugene, OR (USA)",2022-06-11,1142,2022,women_400h,Women 400m Hurdles,,,True
6864,55.99,Lina NIELSEN,1996-03-13,GBR,,"Umdasch Stadion, Amstetten (AUT)",2023-05-13,1142,2023,women_400h,Women 400m Hurdles,,27.2,True
6864,55.99,Sydni TOWNSEND,2000-03-17,USA,2,"USF Track Complex, Tampa, FL (USA)",2023-05-14,1142,2023,women_400h,Women 400m Hurdles,,23.2,True
6864,55.99,Anna RYZHYKOVA,1989-11-24,UKR,8,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1142,2023,women_400h,Women 400m Hurdles,,33.5,True
6864,55.99,Shani'a BELLAMY,2002-02-02,USA,4sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1142,2023,women_400h,Women 400m Hurdles,,21.3,True
6936,56.0,Tia-Adana BELLE,1996-06-15,BAR,2,"Stadion Allmend, Luzern (SUI)",2021-06-29,1142,2021,women_400h,Women 400m Hurdles,,25.0,True
6936,56.0,Kimisha CHAMBERS,1996-09-25,JAM,3f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1142,2022,women_400h,Women 400m Hurdles,,25.6,True
6936,56.0,Shamier LITTLE,1995-03-20,USA,5,"Drake Stadium, Des Moines, IA (USA)",2022-04-30,1142,2022,women_400h,Women 400m Hurdles,,27.1,True
6936,56.0,Lauren HOFFMAN,1999-03-30,USA,1,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-14,1142,2022,women_400h,Women 400m Hurdles,,23.1,True
6936,56.0,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Cote d'Or National Sports Complex, St Pierre (MRI)",2022-06-12,1142,2022,women_400h,Women 400m Hurdles,,22.1,True
6936,56.0,Kaila BARBER,1993-04-04,USA,3h1,"Hayward Field, Eugene, OR (USA)",2022-06-23,1142,2022,women_400h,Women 400m Hurdles,,29.2,True
6936,56.0,Lauren HOFFMAN,1999-03-30,USA,7,"Hayward Field, Eugene, OR (USA)",2022-06-25,1142,2022,women_400h,Women 400m Hurdles,,23.2,True
6936,56.0,Paulien COUCKUYT,1997-05-19,BEL,5,"Stadion Allmend, Luzern (SUI)",2022-08-30,1142,2022,women_400h,Women 400m Hurdles,,25.3,True
6936,56.0,Gianna WOODRUFF,1993-11-18,PAN,5,"National Sports Centre, Devonshire (BER)",2023-05-21,1142,2023,women_400h,Women 400m Hurdles,,29.5,True
